# Parameters:
# kT = 0.9
# mu = 4.1
# Ngrid = 121
# 
# Plot:
# log10Cvac		log10alpha		freeEnergy	
# 
-8.000000e+00 	0.000000e+00 	-2.574578e+00
-8.000000e+00 	1.302883e-01 	-3.148239e+00
-8.000000e+00 	2.605767e-01 	-3.501499e+00
-8.000000e+00 	3.908650e-01 	-3.350104e+00
-8.000000e+00 	5.211534e-01 	-2.525495e+00
-8.000000e+00 	6.514417e-01 	-1.277072e+00
-8.000000e+00 	7.817301e-01 	-1.901384e-01
-8.000000e+00 	9.120184e-01 	3.962433e-01
-8.000000e+00 	1.042307e+00 	5.815362e-01
-8.000000e+00 	1.172595e+00 	5.605356e-01
-8.000000e+00 	1.302883e+00 	4.371161e-01
-8.000000e+00 	1.433172e+00 	2.686457e-01
-8.000000e+00 	1.563460e+00 	9.704896e-02
-8.000000e+00 	1.693748e+00 	-7.237570e-02
-8.000000e+00 	1.824037e+00 	-2.763636e-01
-8.000000e+00 	1.954325e+00 	-5.654806e-01
-8.000000e+00 	2.084614e+00 	-9.684834e-01
-8.000000e+00 	2.214902e+00 	-1.473848e+00
-8.000000e+00 	2.345190e+00 	-2.033415e+00
-8.000000e+00 	2.475479e+00 	-2.578842e+00
-8.000000e+00 	2.605767e+00 	-3.040007e+00
-8.000000e+00 	2.736055e+00 	-3.359953e+00
-8.000000e+00 	2.866344e+00 	-3.505460e+00
-8.000000e+00 	2.996632e+00 	-3.472170e+00
-8.000000e+00 	3.126920e+00 	-3.282239e+00
-8.000000e+00 	3.257209e+00 	-2.974246e+00
-8.000000e+00 	3.387497e+00 	-2.589211e+00
-8.000000e+00 	3.517785e+00 	failed
-8.000000e+00 	3.648074e+00 	failed
-8.000000e+00 	3.778362e+00 	failed
-8.000000e+00 	3.908650e+00 	failed

-7.739423e+00 	0.000000e+00 	-2.574578e+00
-7.739423e+00 	1.302883e-01 	-3.148239e+00
-7.739423e+00 	2.605767e-01 	-3.501499e+00
-7.739423e+00 	3.908650e-01 	-3.350104e+00
-7.739423e+00 	5.211534e-01 	-2.525495e+00
-7.739423e+00 	6.514417e-01 	-1.277072e+00
-7.739423e+00 	7.817301e-01 	-1.901386e-01
-7.739423e+00 	9.120184e-01 	3.962431e-01
-7.739423e+00 	1.042307e+00 	5.815359e-01
-7.739423e+00 	1.172595e+00 	5.605353e-01
-7.739423e+00 	1.302883e+00 	4.371158e-01
-7.739423e+00 	1.433172e+00 	2.686454e-01
-7.739423e+00 	1.563460e+00 	9.704869e-02
-7.739423e+00 	1.693748e+00 	-7.237598e-02
-7.739423e+00 	1.824037e+00 	-2.763639e-01
-7.739423e+00 	1.954325e+00 	-5.654809e-01
-7.739423e+00 	2.084614e+00 	-9.684836e-01
-7.739423e+00 	2.214902e+00 	-1.473848e+00
-7.739423e+00 	2.345190e+00 	-2.033415e+00
-7.739423e+00 	2.475479e+00 	-2.578843e+00
-7.739423e+00 	2.605767e+00 	-3.040007e+00
-7.739423e+00 	2.736055e+00 	-3.359954e+00
-7.739423e+00 	2.866344e+00 	-3.505460e+00
-7.739423e+00 	2.996632e+00 	-3.472171e+00
-7.739423e+00 	3.126920e+00 	-3.282239e+00
-7.739423e+00 	3.257209e+00 	-2.974247e+00
-7.739423e+00 	3.387497e+00 	-2.589212e+00
-7.739423e+00 	3.517785e+00 	failed
-7.739423e+00 	3.648074e+00 	failed
-7.739423e+00 	3.778362e+00 	failed
-7.739423e+00 	3.908650e+00 	failed

-7.478847e+00 	0.000000e+00 	-2.574578e+00
-7.478847e+00 	1.302883e-01 	-3.148239e+00
-7.478847e+00 	2.605767e-01 	-3.501499e+00
-7.478847e+00 	3.908650e-01 	-3.350104e+00
-7.478847e+00 	5.211534e-01 	-2.525495e+00
-7.478847e+00 	6.514417e-01 	-1.277072e+00
-7.478847e+00 	7.817301e-01 	-1.901390e-01
-7.478847e+00 	9.120184e-01 	3.962426e-01
-7.478847e+00 	1.042307e+00 	5.815354e-01
-7.478847e+00 	1.172595e+00 	5.605347e-01
-7.478847e+00 	1.302883e+00 	4.371153e-01
-7.478847e+00 	1.433172e+00 	2.686449e-01
-7.478847e+00 	1.563460e+00 	9.704819e-02
-7.478847e+00 	1.693748e+00 	-7.237647e-02
-7.478847e+00 	1.824037e+00 	-2.763644e-01
-7.478847e+00 	1.954325e+00 	-5.654814e-01
-7.478847e+00 	2.084614e+00 	-9.684840e-01
-7.478847e+00 	2.214902e+00 	-1.473849e+00
-7.478847e+00 	2.345190e+00 	-2.033415e+00
-7.478847e+00 	2.475479e+00 	-2.578843e+00
-7.478847e+00 	2.605767e+00 	-3.040007e+00
-7.478847e+00 	2.736055e+00 	-3.359954e+00
-7.478847e+00 	2.866344e+00 	-3.505461e+00
-7.478847e+00 	2.996632e+00 	-3.472171e+00
-7.478847e+00 	3.126920e+00 	-3.282239e+00
-7.478847e+00 	3.257209e+00 	-2.974247e+00
-7.478847e+00 	3.387497e+00 	-2.589212e+00
-7.478847e+00 	3.517785e+00 	-2.159372e+00
-7.478847e+00 	3.648074e+00 	failed
-7.478847e+00 	3.778362e+00 	failed
-7.478847e+00 	3.908650e+00 	failed

-7.218270e+00 	0.000000e+00 	-2.574578e+00
-7.218270e+00 	1.302883e-01 	-3.148239e+00
-7.218270e+00 	2.605767e-01 	-3.501499e+00
-7.218270e+00 	3.908650e-01 	-3.350104e+00
-7.218270e+00 	5.211534e-01 	-2.525495e+00
-7.218270e+00 	6.514417e-01 	-1.277073e+00
-7.218270e+00 	7.817301e-01 	-1.901398e-01
-7.218270e+00 	9.120184e-01 	3.962417e-01
