#kT				rhoL			rhoS			muCoex			freeEnergy		Ngrid			Cvac			alpha			
7.00000000e-01 	5.63558123e-01 	8.14425710e-01 	-5.31648540e+00 	3.59374310e-01 	1.35961141e+02 	5.39081858e-04 	6.03585831e+01 	
7.20000000e-01 	5.95419644e-01 	8.14210360e-01 	-4.91238627e+00 	2.08846758e-01 	1.35970044e+02 	6.07580931e-04 	5.80815138e+01 	
7.40000000e-01 	6.17731218e-01 	8.15410406e-01 	-4.49677589e+00 	3.83109433e-02 	1.35901646e+02 	6.44190008e-04 	5.64319010e+01 	
7.60000000e-01 	6.35681326e-01 	8.17160870e-01 	-4.09015514e+00 	-1.34740407e-01 	1.35803565e+02 	6.66149545e-04 	5.50726722e+01 	
7.80000000e-01 	6.51053292e-01 	8.19370382e-01 	-3.69316394e+00 	-3.09082179e-01 	1.35680754e+02 	6.81691911e-04 	5.39349788e+01 	
8.00000000e-01 	6.64701082e-01 	8.21979075e-01 	-3.30600516e+00 	-4.83890497e-01 	1.35537020e+02 	6.83519461e-04 	5.29895200e+01 	
8.20000000e-01 	6.76988603e-01 	8.24688655e-01 	-2.92997177e+00 	-6.57739030e-01 	1.35388337e+02 	6.83285720e-04 	5.21011493e+01 	
8.40000000e-01 	6.88434731e-01 	8.27507039e-01 	-2.56143376e+00 	-8.32616002e-01 	1.35235121e+02 	6.69724760e-04 	5.13179829e+01 	
8.60000000e-01 	6.99109077e-01 	8.30716147e-01 	-2.20175345e+00 	-1.00720690e+00 	1.35061575e+02 	6.53738419e-04 	5.07146674e+01 	
8.80000000e-01 	7.09151469e-01 	8.34302958e-01 	-1.85055684e+00 	-1.18140077e+00 	1.34868995e+02 	6.28544525e-04 	5.02816568e+01 	
9.00000000e-01 	7.18598938e-01 	8.37948086e-01 	-1.50874606e+00 	-1.35420502e+00 	1.34674156e+02 	6.04744681e-04 	4.98769501e+01 	
9.20000000e-01 	7.27653171e-01 	8.41766715e-01 	-1.17366936e+00 	-1.52720117e+00 	1.34471329e+02 	5.77843100e-04 	4.95774068e+01 	
9.40000000e-01 	7.36254835e-01 	8.45555981e-01 	-8.47342786e-01 	-1.69864271e+00 	1.34271313e+02 	5.49738598e-04 	4.92815799e+01 	
9.60000000e-01 	7.44607526e-01 	8.49448946e-01 	-5.26196879e-01 	-1.87088465e+00 	1.34067267e+02 	5.20025891e-04 	4.90726527e+01 	
9.80000000e-01 	7.52643020e-01 	8.53700877e-01 	-2.12128837e-01 	-2.04229548e+00 	1.33845816e+02 	4.88921086e-04 	4.90211212e+01 	
1.00000000e+00 	7.60297699e-01 	8.57939454e-01 	9.28511929e-02 	-2.21110942e+00 	1.33626167e+02 	4.62316380e-04 	4.89614522e+01 	
1.02000000e+00 	7.67798757e-01 	8.62077419e-01 	3.93662937e-01 	-2.38082367e+00 	1.33413298e+02 	4.31597499e-04 	4.89078622e+01 	
1.04000000e+00 	7.75032115e-01 	8.66176863e-01 	6.87334365e-01 	-2.54897976e+00 	1.33203579e+02 	4.05659502e-04 	4.88628256e+01 	
1.06000000e+00 	7.82132529e-01 	8.70436551e-01 	9.77023152e-01 	-2.71782751e+00 	1.32987290e+02 	3.76269712e-04 	4.89271232e+01 	
1.08000000e+00 	7.89021040e-01 	8.75014129e-01 	1.26054057e+00 	-2.88549524e+00 	1.32756235e+02 	3.49928918e-04 	4.91322536e+01 	
1.10000000e+00 	7.95589455e-01 	8.79356341e-01 	1.53467324e+00 	-3.04924872e+00 	1.32538245e+02 	3.27787089e-04 	4.92308675e+01 	
1.12000000e+00 	8.02120567e-01 	8.83571134e-01 	1.80698200e+00 	-3.21490506e+00 	1.32328145e+02 	3.04140993e-04 	4.93474918e+01 	
1.14000000e+00 	8.08473327e-01 	8.87744567e-01 	2.07350405e+00 	-3.37917635e+00 	1.32121428e+02 	2.81743459e-04 	4.94645964e+01 	
1.16000000e+00 	8.14735528e-01 	8.92147625e-01 	2.33668789e+00 	-3.54389447e+00 	1.31904665e+02 	2.61263372e-04 	4.97231399e+01 	
1.18000000e+00 	8.20833981e-01 	8.96809476e-01 	2.59429629e+00 	-3.70711172e+00 	1.31676640e+02 	2.41519140e-04 	5.01071617e+01 	
1.20000000e+00 	8.26634767e-01 	9.01036836e-01 	2.84202861e+00 	-3.86513236e+00 	1.31470955e+02 	2.25878416e-04 	5.02781696e+01 	
1.22000000e+00 	8.32447575e-01 	9.05161320e-01 	3.08934326e+00 	-4.02560593e+00 	1.31271691e+02 	2.08231388e-04 	5.04868886e+01 	
1.24000000e+00 	8.38176923e-01 	9.09351043e-01 	3.33332795e+00 	-4.18604310e+00 	1.31070519e+02 	1.91927750e-04 	5.07669664e+01 	
1.26000000e+00 	8.43794150e-01 	9.13716750e-01 	3.57303550e+00 	-4.34554775e+00 	1.30862118e+02 	1.77091638e-04 	5.11442325e+01 	
1.28000000e+00 	8.49300139e-01 	9.18299303e-01 	3.80842777e+00 	-4.50397462e+00 	1.30644674e+02 	1.64565441e-04 	5.16524037e+01 	
1.30000000e+00 	8.54504853e-01 	9.22424936e-01 	4.03294230e+00 	-4.65561389e+00 	1.30449982e+02 	1.53182545e-04 	5.19068268e+01 	
1.32000000e+00 	8.59778740e-01 	9.26414426e-01 	4.25911709e+00 	-4.81103147e+00 	1.30262981e+02 	1.40871602e-04 	5.22005320e+01 	
1.34000000e+00 	8.64981029e-01 	9.30502471e-01 	4.48220572e+00 	-4.96611513e+00 	1.30072454e+02 	1.29646891e-04 	5.25767918e+01 	
