
-1 -1 -1 6
-0.833333 -0.833333 -0.333333 6
-0.833333 -0.333333 -0.833333 7
-0.333333 -0.833333 -0.833333 7
-0.166667 -0.166667 -0.666667 6
-0.166667 -0.666667 -0.166667 7
-0.666667 -0.166667 -0.166667 7

-1 -1 0 6
-0.833333 -0.833333 0.666667 6
-0.833333 -0.333333 0.166667 7
-0.333333 -0.833333 0.166667 7
-0.166667 -0.166667 0.333333 6
-0.166667 -0.666667 0.833333 7
-0.666667 -0.166667 0.833333 7

-1 -1 1 6
-0.833333 -0.833333 1.66667 6
-0.833333 -0.333333 1.16667 7
-0.333333 -0.833333 1.16667 7
-0.166667 -0.166667 1.33333 6
-0.166667 -0.666667 1.83333 7
-0.666667 -0.166667 1.83333 7

-1 0 -1 6
-0.833333 0.166667 -0.333333 6
-0.833333 0.666667 -0.833333 7
-0.333333 0.166667 -0.833333 7
-0.166667 0.833333 -0.666667 6
-0.166667 0.333333 -0.166667 7
-0.666667 0.833333 -0.166667 7

-1 0 0 6
-0.833333 0.166667 0.666667 6
-0.833333 0.666667 0.166667 7
-0.333333 0.166667 0.166667 7
-0.166667 0.833333 0.333333 6
-0.166667 0.333333 0.833333 7
-0.666667 0.833333 0.833333 7

-1 0 1 6
-0.833333 0.166667 1.66667 6
-0.833333 0.666667 1.16667 7
-0.333333 0.166667 1.16667 7
-0.166667 0.833333 1.33333 6
-0.166667 0.333333 1.83333 7
-0.666667 0.833333 1.83333 7

-1 1 -1 6
-0.833333 1.16667 -0.333333 6
-0.833333 1.66667 -0.833333 7
-0.333333 1.16667 -0.833333 7
-0.166667 1.83333 -0.666667 6
-0.166667 1.33333 -0.166667 7
-0.666667 1.83333 -0.166667 7

-1 1 0 6
-0.833333 1.16667 0.666667 6
-0.833333 1.66667 0.166667 7
-0.333333 1.16667 0.166667 7
-0.166667 1.83333 0.333333 6
-0.166667 1.33333 0.833333 7
-0.666667 1.83333 0.833333 7

-1 1 1 6
-0.833333 1.16667 1.66667 6
-0.833333 1.66667 1.16667 7
-0.333333 1.16667 1.16667 7
-0.166667 1.83333 1.33333 6
-0.166667 1.33333 1.83333 7
-0.666667 1.83333 1.83333 7

0 -1 -1 6
0.166667 -0.833333 -0.333333 6
0.166667 -0.333333 -0.833333 7
0.666667 -0.833333 -0.833333 7
0.833333 -0.166667 -0.666667 6
0.833333 -0.666667 -0.166667 7
0.333333 -0.166667 -0.166667 7

0 -1 0 6
0.166667 -0.833333 0.666667 6
0.166667 -0.333333 0.166667 7
0.666667 -0.833333 0.166667 7
0.833333 -0.166667 0.333333 6
0.833333 -0.666667 0.833333 7
0.333333 -0.166667 0.833333 7

0 -1 1 6
0.166667 -0.833333 1.66667 6
0.166667 -0.333333 1.16667 7
0.666667 -0.833333 1.16667 7
0.833333 -0.166667 1.33333 6
0.833333 -0.666667 1.83333 7
0.333333 -0.166667 1.83333 7

0 0 -1 6
0.166667 0.166667 -0.333333 6
0.166667 0.666667 -0.833333 7
0.666667 0.166667 -0.833333 7
0.833333 0.833333 -0.666667 6
0.833333 0.333333 -0.166667 7
0.333333 0.833333 -0.166667 7

0 0 0 6
0.166667 0.166667 0.666667 6
0.166667 0.666667 0.166667 7
0.666667 0.166667 0.166667 7
0.833333 0.833333 0.333333 6
0.833333 0.333333 0.833333 7
0.333333 0.833333 0.833333 7

0 0 1 6
0.166667 0.166667 1.66667 6
0.166667 0.666667 1.16667 7
0.666667 0.166667 1.16667 7
0.833333 0.833333 1.33333 6
0.833333 0.333333 1.83333 7
0.333333 0.833333 1.83333 7

0 1 -1 6
0.166667 1.16667 -0.333333 6
0.166667 1.66667 -0.833333 7
0.666667 1.16667 -0.833333 7
0.833333 1.83333 -0.666667 6
0.833333 1.33333 -0.166667 7
0.333333 1.83333 -0.166667 7

0 1 0 6
0.166667 1.16667 0.666667 6
0.166667 1.66667 0.166667 7
0.666667 1.16667 0.166667 7
0.833333 1.83333 0.333333 6
0.833333 1.33333 0.833333 7
0.333333 1.83333 0.833333 7

0 1 1 6
0.166667 1.16667 1.66667 6
0.166667 1.66667 1.16667 7
0.666667 1.16667 1.16667 7
0.833333 1.83333 1.33333 6
0.833333 1.33333 1.83333 7
0.333333 1.83333 1.83333 7

1 -1 -1 6
1.16667 -0.833333 -0.333333 6
1.16667 -0.333333 -0.833333 7
1.66667 -0.833333 -0.833333 7
1.83333 -0.166667 -0.666667 6
1.83333 -0.666667 -0.166667 7
1.33333 -0.166667 -0.166667 7

1 -1 0 6
1.16667 -0.833333 0.666667 6
1.16667 -0.333333 0.166667 7
1.66667 -0.833333 0.166667 7
1.83333 -0.166667 0.333333 6
1.83333 -0.666667 0.833333 7
1.33333 -0.166667 0.833333 7

1 -1 1 6
1.16667 -0.833333 1.66667 6
1.16667 -0.333333 1.16667 7
1.66667 -0.833333 1.16667 7
1.83333 -0.166667 1.33333 6
1.83333 -0.666667 1.83333 7
1.33333 -0.166667 1.83333 7

1 0 -1 6
1.16667 0.166667 -0.333333 6
1.16667 0.666667 -0.833333 7
1.66667 0.166667 -0.833333 7
1.83333 0.833333 -0.666667 6
1.83333 0.333333 -0.166667 7
1.33333 0.833333 -0.166667 7

1 0 0 6
1.16667 0.166667 0.666667 6
1.16667 0.666667 0.166667 7
1.66667 0.166667 0.166667 7
1.83333 0.833333 0.333333 6
1.83333 0.333333 0.833333 7
1.33333 0.833333 0.833333 7

1 0 1 6
1.16667 0.166667 1.66667 6
1.16667 0.666667 1.16667 7
1.66667 0.166667 1.16667 7
1.83333 0.833333 1.33333 6
1.83333 0.333333 1.83333 7
1.33333 0.833333 1.83333 7

1 1 -1 6
1.16667 1.16667 -0.333333 6
1.16667 1.66667 -0.833333 7
1.66667 1.16667 -0.833333 7
1.83333 1.83333 -0.666667 6
1.83333 1.33333 -0.166667 7
1.33333 1.83333 -0.166667 7

1 1 0 6
1.16667 1.16667 0.666667 6
1.16667 1.66667 0.166667 7
1.66667 1.16667 0.166667 7
1.83333 1.83333 0.333333 6
1.83333 1.33333 0.833333 7
1.33333 1.83333 0.833333 7

1 1 1 6
1.16667 1.16667 1.66667 6
1.16667 1.66667 1.16667 7
1.66667 1.16667 1.16667 7
1.83333 1.83333 1.33333 6
1.83333 1.33333 1.83333 7
1.33333 1.83333 1.83333 7
