# Parameters:
# kT = 0.6
# mu = -7.6
# Ngrid = 32
# 
# Plot:
# log10Cvac		log10alpha		freeEnergy	
# 
-8.000000e+00 	0.000000e+00 	8.499121e-01
-8.000000e+00 	8.685890e-02 	8.293872e-01
-8.000000e+00 	1.737178e-01 	7.635886e-01
-8.000000e+00 	2.605767e-01 	6.841324e-01
-8.000000e+00 	3.474356e-01 	6.418282e-01
-8.000000e+00 	4.342945e-01 	6.844832e-01
-8.000000e+00 	5.211534e-01 	8.257971e-01
-8.000000e+00 	6.080123e-01 	1.030669e+00
-8.000000e+00 	6.948712e-01 	1.236352e+00
-8.000000e+00 	7.817301e-01 	1.392697e+00
-8.000000e+00 	8.685890e-01 	1.483153e+00
-8.000000e+00 	9.554479e-01 	1.515250e+00
-8.000000e+00 	1.042307e+00 	1.502057e+00
-8.000000e+00 	1.129166e+00 	1.453348e+00
-8.000000e+00 	1.216025e+00 	1.376518e+00
-8.000000e+00 	1.302883e+00 	1.279531e+00
-8.000000e+00 	1.389742e+00 	1.171200e+00
-8.000000e+00 	1.476601e+00 	1.059033e+00
-8.000000e+00 	1.563460e+00 	9.471905e-01
-8.000000e+00 	1.650319e+00 	8.363949e-01
-8.000000e+00 	1.737178e+00 	7.256990e-01
-8.000000e+00 	1.824037e+00 	6.148274e-01
-8.000000e+00 	1.910896e+00 	5.058804e-01
-8.000000e+00 	1.997755e+00 	4.038728e-01
-8.000000e+00 	2.084614e+00 	failed
-8.000000e+00 	2.171472e+00 	failed
-8.000000e+00 	2.258331e+00 	failed
-8.000000e+00 	2.345190e+00 	failed
-8.000000e+00 	2.432049e+00 	failed
-8.000000e+00 	2.518908e+00 	failed
-8.000000e+00 	2.605767e+00 	failed
-8.000000e+00 	2.692626e+00 	failed
-8.000000e+00 	2.779485e+00 	failed
-8.000000e+00 	2.866344e+00 	failed
-8.000000e+00 	2.953202e+00 	failed

-7.739423e+00 	0.000000e+00 	8.499121e-01
-7.739423e+00 	8.685890e-02 	8.293872e-01
-7.739423e+00 	1.737178e-01 	7.635886e-01
-7.739423e+00 	2.605767e-01 	6.841324e-01
-7.739423e+00 	3.474356e-01 	6.418282e-01
-7.739423e+00 	4.342945e-01 	6.844832e-01
-7.739423e+00 	5.211534e-01 	8.257971e-01
-7.739423e+00 	6.080123e-01 	1.030669e+00
-7.739423e+00 	6.948712e-01 	1.236352e+00
-7.739423e+00 	7.817301e-01 	1.392697e+00
-7.739423e+00 	8.685890e-01 	1.483153e+00
-7.739423e+00 	9.554479e-01 	1.515250e+00
-7.739423e+00 	1.042307e+00 	1.502057e+00
-7.739423e+00 	1.129166e+00 	1.453348e+00
-7.739423e+00 	1.216025e+00 	1.376518e+00
-7.739423e+00 	1.302883e+00 	1.279531e+00
-7.739423e+00 	1.389742e+00 	1.171200e+00
-7.739423e+00 	1.476601e+00 	1.059033e+00
-7.739423e+00 	1.563460e+00 	9.471904e-01
-7.739423e+00 	1.650319e+00 	8.363948e-01
-7.739423e+00 	1.737178e+00 	7.256989e-01
-7.739423e+00 	1.824037e+00 	6.148274e-01
-7.739423e+00 	1.910896e+00 	5.058804e-01
-7.739423e+00 	1.997755e+00 	4.038725e-01
-7.739423e+00 	2.084614e+00 	failed
-7.739423e+00 	2.171472e+00 	failed
-7.739423e+00 	2.258331e+00 	failed
-7.739423e+00 	2.345190e+00 	failed
-7.739423e+00 	2.432049e+00 	failed
-7.739423e+00 	2.518908e+00 	failed
-7.739423e+00 	2.605767e+00 	failed
