# Parameters:
# kT = 0.746011
# mu = -4.37318
# Ngrid = 136
# 
# Plot:
# log10Cvac		log10alpha		freeEnergy	
# 
-8.000000e+00 	0.000000e+00 	1.034813e-01
-8.000000e+00 	8.685890e-02 	6.805981e-02
-8.000000e+00 	1.737178e-01 	2.563733e-02
-8.000000e+00 	2.605767e-01 	-6.237519e-03
-8.000000e+00 	3.474356e-01 	-9.202212e-03
-8.000000e+00 	4.342945e-01 	2.508725e-02
-8.000000e+00 	5.211534e-01 	8.824875e-02
-8.000000e+00 	6.080123e-01 	1.599957e-01
-8.000000e+00 	6.948712e-01 	2.210672e-01
-8.000000e+00 	7.817301e-01 	2.621120e-01
-8.000000e+00 	8.685890e-01 	2.825153e-01
-8.000000e+00 	9.554479e-01 	2.847028e-01
-8.000000e+00 	1.042307e+00 	2.708478e-01
-8.000000e+00 	1.129166e+00 	2.429239e-01
-8.000000e+00 	1.216025e+00 	2.037479e-01
-8.000000e+00 	1.302883e+00 	1.574143e-01
-8.000000e+00 	1.389742e+00 	1.088685e-01
-8.000000e+00 	1.476601e+00 	6.307563e-02
-8.000000e+00 	1.563460e+00 	2.453824e-02
-8.000000e+00 	1.650319e+00 	-2.466021e-03
-8.000000e+00 	1.737178e+00 	-1.337592e-02
-8.000000e+00 	1.824037e+00 	-3.281028e-03
-8.000000e+00 	1.910896e+00 	3.249264e-02
-8.000000e+00 	1.997755e+00 	failed
-8.000000e+00 	2.084614e+00 	failed
-8.000000e+00 	2.171472e+00 	failed
-8.000000e+00 	2.258331e+00 	failed
-8.000000e+00 	2.345190e+00 	failed
-8.000000e+00 	2.432049e+00 	failed
-8.000000e+00 	2.518908e+00 	failed
-8.000000e+00 	2.605767e+00 	failed
-8.000000e+00 	2.692626e+00 	failed
-8.000000e+00 	2.779485e+00 	failed
-8.000000e+00 	2.866344e+00 	failed
-8.000000e+00 	2.953202e+00 	failed

-7.739423e+00 	0.000000e+00 	1.034813e-01
-7.739423e+00 	8.685890e-02 	6.805981e-02
-7.739423e+00 	1.737178e-01 	2.563733e-02
-7.739423e+00 	2.605767e-01 	-6.237518e-03
-7.739423e+00 	3.474356e-01 	-9.202214e-03
-7.739423e+00 	4.342945e-01 	2.508725e-02
-7.739423e+00 	5.211534e-01 	8.824874e-02
-7.739423e+00 	6.080123e-01 	1.599957e-01
-7.739423e+00 	6.948712e-01 	2.210672e-01
-7.739423e+00 	7.817301e-01 	2.621120e-01
-7.739423e+00 	8.685890e-01 	2.825153e-01
-7.739423e+00 	9.554479e-01 	2.847028e-01
-7.739423e+00 	1.042307e+00 	2.708478e-01
-7.739423e+00 	1.129166e+00 	2.429239e-01
-7.739423e+00 	1.216025e+00 	2.037479e-01
-7.739423e+00 	1.302883e+00 	1.574143e-01
-7.739423e+00 	1.389742e+00 	1.088684e-01
-7.739423e+00 	1.476601e+00 	6.307561e-02
-7.739423e+00 	1.563460e+00 	2.453823e-02
-7.739423e+00 	1.650319e+00 	-2.466043e-03
-7.739423e+00 	1.737178e+00 	-1.337594e-02
-7.739423e+00 	1.824037e+00 	-3.281053e-03
-7.739423e+00 	1.910896e+00 	3.249261e-02
-7.739423e+00 	1.997755e+00 	failed
-7.739423e+00 	2.084614e+00 	failed
-7.739423e+00 	2.171472e+00 	failed
-7.739423e+00 	2.258331e+00 	failed
-7.739423e+00 	2.345190e+00 	failed
-7.739423e+00 	2.432049e+00 	failed
-7.739423e+00 	2.518908e+00 	failed
-7.739423e+00 	2.605767e+00 	failed
-7.739423e+00 	2.692626e+00 	failed
-7.739423e+00 	2.779485e+00 	failed
-7.739423e+00 	2.866344e+00 	failed
-7.739423e+00 	2.953202e+00 	failed

-7.478847e+00 	0.000000e+00 	1.034813e-01
-7.478847e+00 	8.685890e-02 	6.805982e-02
-7.478847e+00 	1.737178e-01 	2.563733e-02
-7.478847e+00 	2.605767e-01 	-6.237515e-03
-7.478847e+00 	3.474356e-01 	-9.202216e-03
-7.478847e+00 	4.342945e-01 	2.508724e-02
-7.478847e+00 	5.211534e-01 	8.824872e-02
-7.478847e+00 	6.080123e-01 	1.599956e-01
-7.478847e+00 	6.948712e-01 	2.210671e-01
-7.478847e+00 	7.817301e-01 	2.621119e-01
-7.478847e+00 	8.685890e-01 	2.825153e-01
-7.478847e+00 	9.554479e-01 	2.847027e-01
-7.478847e+00 	1.042307e+00 	2.708477e-01
-7.478847e+00 	1.129166e+00 	2.429239e-01
-7.478847e+00 	1.216025e+00 	2.037478e-01
-7.478847e+00 	1.302883e+00 	1.574142e-01
-7.478847e+00 	1.389742e+00 	1.088684e-01
-7.478847e+00 	1.476601e+00 	6.307559e-02
-7.478847e+00 	1.563460e+00 	2.453819e-02
-7.478847e+00 	1.650319e+00 	-2.466082e-03
-7.478847e+00 	1.737178e+00 	-1.337599e-02
-7.478847e+00 	1.824037e+00 	-3.281100e-03
-7.478847e+00 	1.910896e+00 	3.249256e-02
-7.478847e+00 	1.997755e+00 	failed
-7.478847e+00 	2.084614e+00 	failed
-7.478847e+00 	2.171472e+00 	failed
-7.478847e+00 	2.258331e+00 	failed
-7.478847e+00 	2.345190e+00 	failed
-7.478847e+00 	2.432049e+00 	failed
-7.478847e+00 	2.518908e+00 	failed
-7.478847e+00 	2.605767e+00 	failed
-7.478847e+00 	2.692626e+00 	failed
-7.478847e+00 	2.779485e+00 	failed
-7.478847e+00 	2.866344e+00 	failed
-7.478847e+00 	2.953202e+00 	failed

-7.218270e+00 	0.000000e+00 	1.034813e-01
-7.218270e+00 	8.685890e-02 	6.805982e-02
